!  Time     Blpitch     GenTq
11.000      0.36160     19620000.000
11.100      0.36160     19620000.000
11.200      0.36160     19620000.000
11.300      0.36160     19620000.000
11.400      0.36160     19620000.000
11.500      0.36160     19620000.000
11.600      0.36160     19620000.000
11.700      0.36160     19620000.000
11.800      0.36160     19620000.000
11.900      0.36160     19620000.000
12.000      0.36160     19620000.000
12.100      0.36160     19620000.000
12.200      0.36160     19620000.000
12.300      0.36160     19620000.000
12.400      0.36160     19620000.000
12.500      0.36160     19620000.000
12.600      0.36160     19620000.000
12.700      0.36160     19620000.000
12.800      0.36160     19620000.000
12.900      0.36160     19620000.000
13.000      0.36160     19620000.000
13.100      0.36160     19620000.000
13.200      0.36160     19620000.000
13.300      0.36160     19620000.000
13.400      0.36160     19620000.000
13.500      0.36160     19620000.000
13.600      0.36160     19620000.000
13.700      0.36160     19620000.000
13.800      0.36160     19620000.000
13.900      0.36160     19620000.000
14.000      0.36160     19620000.000
14.100      0.36160     19620000.000
14.200      0.36160     19620000.000
14.300      0.36160     19620000.000
14.400      0.36160     19620000.000
14.500      0.36160     19620000.000
14.600      0.36160     19620000.000
14.700      0.36160     19620000.000
14.800      0.36160     19620000.000
14.900      0.36160     19620000.000
15.000      0.36160     19620000.000
15.100      0.36160     19620000.000
15.200      0.36160     19620000.000
15.300      0.36160     19620000.000
15.400      0.36160     19620000.000
15.500      0.36160     19620000.000
15.600      0.36160     19620000.000
15.700      0.36160     19620000.000
15.800      0.36160     19620000.000
15.900      0.36160     19620000.000
16.000      0.36160     19620000.000
16.100      0.36160     19620000.000
16.200      0.36160     19620000.000
16.300      0.36160     19620000.000
16.400      0.36160     19620000.000
16.500      0.36160     19620000.000
16.600      0.36160     19620000.000
16.700      0.36160     19620000.000
16.800      0.36160     19620000.000
16.900      0.36160     19620000.000
17.000      0.36160     19620000.000
17.100      0.36160     19620000.000
17.200      0.36160     19620000.000
17.300      0.36160     19620000.000
17.400      0.36160     19620000.000
17.500      0.36160     19620000.000
17.600      0.36160     19620000.000
17.700      0.36160     19620000.000
17.800      0.36160     19620000.000
17.900      0.36160     19620000.000
18.000      0.36160     19620000.000
18.100      0.36160     19620000.000
18.200      0.36160     19620000.000
18.300      0.36160     19620000.000
18.400      0.36160     19620000.000
18.500      0.36160     19620000.000
18.600      0.36160     19620000.000
18.700      0.36160     19620000.000
18.800      0.36160     19620000.000
18.900      0.36160     19620000.000
19.000      0.36160     19620000.000
19.100      0.36160     19620000.000
19.200      0.36160     19620000.000
19.300      0.36160     19620000.000
19.400      0.36160     19620000.000
19.500      0.36160     19620000.000
19.600      0.36160     19620000.000
19.700      0.36160     19620000.000
19.800      0.36160     19620000.000
19.900      0.36160     19620000.000
20.000      0.36160     19620000.000
20.100      0.36160     19620000.000
20.200      0.36160     19620000.000
20.300      0.36160     19620000.000
20.400      0.36160     19620000.000
20.500      0.36160     19620000.000
20.600      0.36160     19620000.000
20.700      0.36160     19620000.000
20.800      0.36160     19620000.000
20.900      0.36160     19620000.000
21.000      0.36160     19620000.000
21.100      0.36160     19620000.000
21.200      0.36160     19620000.000
21.300      0.36160     19620000.000
21.400      0.36160     19620000.000
21.500      0.36160     19620000.000
21.600      0.36160     19620000.000
21.700      0.36160     19620000.000
21.800      0.36160     19620000.000
21.900      0.36160     19620000.000
22.000      0.36160     19620000.000
22.100      0.36160     19620000.000
22.200      0.36160     19620000.000
22.300      0.36160     19620000.000
22.400      0.36160     19620000.000
22.500      0.36160     19620000.000
22.600      0.36160     19620000.000
22.700      0.36160     19620000.000
22.800      0.36160     19620000.000
22.900      0.36160     19620000.000
23.000      0.36160     19620000.000
23.100      0.36160     19620000.000
23.200      0.36160     19620000.000
23.300      0.36160     19620000.000
23.400      0.36160     19620000.000
23.500      0.36160     19620000.000
23.600      0.36160     19620000.000
23.700      0.36160     19620000.000
23.800      0.36160     19620000.000
23.900      0.36160     19620000.000
24.000      0.36160     19620000.000
24.100      0.36160     19620000.000
24.200      0.36160     19620000.000
24.300      0.36160     19620000.000
24.400      0.36160     19620000.000
24.500      0.36160     19620000.000
24.600      0.36160     19620000.000
24.700      0.36160     19620000.000
24.800      0.36160     19620000.000
24.900      0.36160     19620000.000
25.000      0.36160     19620000.000
25.100      0.36160     19620000.000
25.200      0.36160     19620000.000
25.300      0.36160     19620000.000
25.400      0.36160     19620000.000
25.500      0.36160     19620000.000
25.600      0.36160     19620000.000
25.700      0.36160     19620000.000
25.800      0.36160     19620000.000
25.900      0.36160     19620000.000
26.000      0.36160     19620000.000
26.100      0.36160     19620000.000
26.200      0.36160     19620000.000
26.300      0.36160     19620000.000
26.400      0.36160     19620000.000
26.500      0.36160     19620000.000
26.600      0.36160     19620000.000
26.700      0.36160     19620000.000
26.800      0.36160     19620000.000
26.900      0.36160     19620000.000
27.000      0.36160     19620000.000
27.100      0.36160     19620000.000
27.200      0.36160     19620000.000
27.300      0.36160     19620000.000
27.400      0.36160     19620000.000
27.500      0.36160     19620000.000
27.600      0.36160     19620000.000
27.700      0.36160     19620000.000
27.800      0.36160     19620000.000
27.900      0.36160     19620000.000
28.000      0.36160     19620000.000
28.100      0.36160     19620000.000
28.200      0.36160     19620000.000
28.300      0.36160     19620000.000
28.400      0.36160     19620000.000
28.500      0.36160     19620000.000
28.600      0.36160     19620000.000
28.700      0.36160     19620000.000
28.800      0.36160     19620000.000
28.900      0.36160     19620000.000
29.000      0.36160     19620000.000
29.100      0.36160     19620000.000
29.200      0.36160     19620000.000
29.300      0.36160     19620000.000
29.400      0.36160     19620000.000
29.500      0.36160     19620000.000
29.600      0.36160     19620000.000
29.700      0.36160     19620000.000
29.800      0.36160     19620000.000
29.900      0.36160     19620000.000
30.000      0.36160     19620000.000
30.100      0.36160     19620000.000
30.200      0.36160     19620000.000
30.300      0.36160     19620000.000
30.400      0.36160     19620000.000
30.500      0.36160     19620000.000
30.600      0.36160     19620000.000
30.700      0.36160     19620000.000
30.800      0.36160     19620000.000
30.900      0.36160     19620000.000
31.000      0.36160     19620000.000
31.100      0.36160     19620000.000
31.200      0.36160     19620000.000
31.300      0.36160     19620000.000
31.400      0.36160     19620000.000
31.500      0.36160     19620000.000
31.600      0.36160     19620000.000
31.700      0.36160     19620000.000
31.800      0.36160     19620000.000
31.900      0.36160     19620000.000
32.000      0.36160     19620000.000
32.100      0.36160     19620000.000
32.200      0.36160     19620000.000
32.300      0.36160     19620000.000
32.400      0.36160     19620000.000
32.500      0.36160     19620000.000
32.600      0.36160     19620000.000
32.700      0.36160     19620000.000
32.800      0.36160     19620000.000
32.900      0.36160     19620000.000
33.000      0.36160     19620000.000
33.100      0.36160     19620000.000
33.200      0.36160     19620000.000
33.300      0.36160     19620000.000
33.400      0.36160     19620000.000
33.500      0.36160     19620000.000
33.600      0.36160     19620000.000
33.700      0.36160     19620000.000
33.800      0.36160     19620000.000
33.900      0.36160     19620000.000
34.000      0.36160     19620000.000
34.100      0.36160     19620000.000
34.200      0.36160     19620000.000
34.300      0.36160     19620000.000
34.400      0.36160     19620000.000
34.500      0.36160     19620000.000
34.600      0.36160     19620000.000
34.700      0.36160     19620000.000
34.800      0.36160     19620000.000
34.900      0.36160     19620000.000
35.000      0.36160     19620000.000
35.100      0.36160     19620000.000
35.200      0.36160     19620000.000
35.300      0.36160     19620000.000
35.400      0.36160     19620000.000
35.500      0.36160     19620000.000
35.600      0.36160     19620000.000
35.700      0.36160     19620000.000
35.800      0.36160     19620000.000
35.900      0.36160     19620000.000
36.000      0.36160     19620000.000
36.100      0.36160     19620000.000
36.200      0.36160     19620000.000
36.300      0.36160     19620000.000
36.400      0.36160     19620000.000
36.500      0.36160     19620000.000
36.600      0.36160     19620000.000
36.700      0.36160     19620000.000
36.800      0.36160     19620000.000
36.900      0.36160     19620000.000
37.000      0.36160     19620000.000
37.100      0.36160     19620000.000
37.200      0.36160     19620000.000
37.300      0.36160     19620000.000
37.400      0.36160     19620000.000
37.500      0.36160     19620000.000
37.600      0.36160     19620000.000
37.700      0.36160     19620000.000
37.800      0.36160     19620000.000
37.900      0.36160     19620000.000
38.000      0.36160     19620000.000
38.100      0.36160     19620000.000
38.200      0.36160     19620000.000
38.300      0.36160     19620000.000
38.400      0.36160     19620000.000
38.500      0.36160     19620000.000
38.600      0.36160     19620000.000
38.700      0.36160     19620000.000
38.800      0.36160     19620000.000
38.900      0.36160     19620000.000
39.000      0.36160     19620000.000
39.100      0.36160     19620000.000
39.200      0.36160     19620000.000
39.300      0.36160     19620000.000
39.400      0.36160     19620000.000
39.500      0.36160     19620000.000
39.600      0.36160     19620000.000
39.700      0.36160     19620000.000
39.800      0.36160     19620000.000
39.900      0.36160     19620000.000
40.000      0.36160     19620000.000
40.100      0.36160     19620000.000
40.200      0.36160     19620000.000
40.300      0.36160     19620000.000
40.400      0.36160     19620000.000
40.500      0.36160     19620000.000
40.600      0.36160     19620000.000
40.700      0.36160     19620000.000
40.800      0.36160     19620000.000
40.900      0.36160     19620000.000
41.000      0.36160     19620000.000
41.100      0.36160     19620000.000
41.200      0.36160     19620000.000
41.300      0.36160     19620000.000
41.400      0.36160     19620000.000
41.500      0.36160     19620000.000
41.600      0.36160     19620000.000
41.700      0.36160     19620000.000
41.800      0.36160     19620000.000
41.900      0.36160     19620000.000
42.000      0.36160     19620000.000
42.100      0.36160     19620000.000
42.200      0.36160     19620000.000
42.300      0.36160     19620000.000
42.400      0.36160     19620000.000
42.500      0.36160     19620000.000
42.600      0.36160     19620000.000
42.700      0.36160     19620000.000
42.800      0.36160     19620000.000
42.900      0.36160     19620000.000
43.000      0.36160     19620000.000
43.100      0.36160     19620000.000
43.200      0.36160     19620000.000
43.300      0.36160     19620000.000
43.400      0.36160     19620000.000
43.500      0.36160     19620000.000
43.600      0.36160     19620000.000
43.700      0.36160     19620000.000
43.800      0.36160     19620000.000
43.900      0.36160     19620000.000
44.000      0.36160     19620000.000
44.100      0.36160     19620000.000
44.200      0.36160     19620000.000
44.300      0.36160     19620000.000
44.400      0.36160     19620000.000
44.500      0.36160     19620000.000
44.600      0.36160     19620000.000
44.700      0.36160     19620000.000
44.800      0.36160     19620000.000
44.900      0.36160     19620000.000
45.000      0.36160     19620000.000
45.100      0.36160     19620000.000
45.200      0.36160     19620000.000
45.300      0.36160     19620000.000
45.400      0.36160     19620000.000
45.500      0.36160     19620000.000
45.600      0.36160     19620000.000
45.700      0.36160     19620000.000
45.800      0.36160     19620000.000
45.900      0.36160     19620000.000
46.000      0.36160     19620000.000
46.100      0.36160     19620000.000
46.200      0.36160     19620000.000
46.300      0.36160     19620000.000
46.400      0.36160     19620000.000
46.500      0.36160     19620000.000
46.600      0.36160     19620000.000
46.700      0.36160     19620000.000
46.800      0.36160     19620000.000
46.900      0.36160     19620000.000
47.000      0.36160     19620000.000
47.100      0.36160     19620000.000
47.200      0.36160     19620000.000
47.300      0.36160     19620000.000
47.400      0.36160     19620000.000
47.500      0.36160     19620000.000
47.600      0.36160     19620000.000
47.700      0.36160     19620000.000
47.800      0.36160     19620000.000
47.900      0.36160     19620000.000
48.000      0.36160     19620000.000
48.100      0.36160     19620000.000
48.200      0.36160     19620000.000
48.300      0.36160     19620000.000
48.400      0.36160     19620000.000
48.500      0.36160     19620000.000
48.600      0.36160     19620000.000
48.700      0.36160     19620000.000
48.800      0.36160     19620000.000
48.900      0.36160     19620000.000
49.000      0.36160     19620000.000
49.100      0.36160     19620000.000
49.200      0.36160     19620000.000
49.300      0.36160     19620000.000
49.400      0.36160     19620000.000
49.500      0.36160     19620000.000
49.600      0.36160     19620000.000
49.700      0.36160     19620000.000
49.800      0.36160     19620000.000
49.900      0.36160     19620000.000
50.000      0.36160     19620000.000
50.100      0.36160     19620000.000
50.200      0.36160     19620000.000
50.300      0.36160     19620000.000
50.400      0.36160     19620000.000
50.500      0.36160     19620000.000
50.600      0.36160     19620000.000
50.700      0.36160     19620000.000
50.800      0.36160     19620000.000
50.900      0.36160     19620000.000
51.000      0.36160     19620000.000
51.100      0.36160     19620000.000
51.200      0.36160     19620000.000
51.300      0.36160     19620000.000
51.400      0.36160     19620000.000
51.500      0.36160     19620000.000
51.600      0.36160     19620000.000
51.700      0.36160     19620000.000
51.800      0.36160     19620000.000
51.900      0.36160     19620000.000
52.000      0.36160     19620000.000
52.100      0.36160     19620000.000
52.200      0.36160     19620000.000
52.300      0.36160     19620000.000
52.400      0.36160     19620000.000
52.500      0.36160     19620000.000
52.600      0.36160     19620000.000
52.700      0.36160     19620000.000
52.800      0.36160     19620000.000
52.900      0.36160     19620000.000
53.000      0.36160     19620000.000
53.100      0.36160     19620000.000
53.200      0.36160     19620000.000
53.300      0.36160     19620000.000
53.400      0.36160     19620000.000
53.500      0.36160     19620000.000
53.600      0.36160     19620000.000
53.700      0.36160     19620000.000
53.800      0.36160     19620000.000
53.900      0.36160     19620000.000
54.000      0.36160     19620000.000
54.100      0.36160     19620000.000
54.200      0.36160     19620000.000
54.300      0.36160     19620000.000
54.400      0.36160     19620000.000
54.500      0.36160     19620000.000
54.600      0.36160     19620000.000
54.700      0.36160     19620000.000
54.800      0.36160     19620000.000
54.900      0.36160     19620000.000
55.000      0.36160     19620000.000
55.100      0.36160     19620000.000
55.200      0.36160     19620000.000
55.300      0.36160     19620000.000
55.400      0.36160     19620000.000
55.500      0.36160     19620000.000
55.600      0.36160     19620000.000
55.700      0.36160     19620000.000
55.800      0.36160     19620000.000
55.900      0.36160     19620000.000
56.000      0.36160     19620000.000
56.100      0.36160     19620000.000
56.200      0.36160     19620000.000
56.300      0.36160     19620000.000
56.400      0.36160     19620000.000
56.500      0.36160     19620000.000
56.600      0.36160     19620000.000
56.700      0.36160     19620000.000
56.800      0.36160     19620000.000
56.900      0.36160     19620000.000
57.000      0.36160     19620000.000
57.100      0.36160     19620000.000
57.200      0.36160     19620000.000
57.300      0.36160     19620000.000
57.400      0.36160     19620000.000
57.500      0.36160     19620000.000
57.600      0.36160     19620000.000
57.700      0.36160     19620000.000
57.800      0.36160     19620000.000
57.900      0.36160     19620000.000
58.000      0.36160     19620000.000
58.100      0.36160     19620000.000
58.200      0.36160     19620000.000
58.300      0.36160     19620000.000
58.400      0.36160     19620000.000
58.500      0.36160     19620000.000
58.600      0.36160     19620000.000
58.700      0.36160     19620000.000
58.800      0.36160     19620000.000
58.900      0.36160     19620000.000
59.000      0.36160     19620000.000
59.100      0.36160     19620000.000
59.200      0.36160     19620000.000
59.300      0.36160     19620000.000
59.400      0.36160     19620000.000
59.500      0.36160     19620000.000
59.600      0.36160     19620000.000
59.700      0.36160     19620000.000
59.800      0.36160     19620000.000
59.900      0.36160     19620000.000
60.000      0.36160     19620000.000
60.100      0.36160     19620000.000
60.200      0.36160     19620000.000
60.300      0.36160     19620000.000
60.400      0.36160     19620000.000
60.500      0.36160     19620000.000
60.600      0.36160     19620000.000
60.700      0.36160     19620000.000
60.800      0.36160     19620000.000
60.900      0.36160     19620000.000
61.000      0.36160     19620000.000
61.100      0.36160     19620000.000
61.200      0.36160     19620000.000
61.300      0.36160     19620000.000
61.400      0.36160     19620000.000
61.500      0.36160     19620000.000
61.600      0.36160     19620000.000
61.700      0.36160     19620000.000
61.800      0.36160     19620000.000
61.900      0.36160     19620000.000
62.000      0.36160     19620000.000
62.100      0.36160     19620000.000
62.200      0.36160     19620000.000
62.300      0.36160     19620000.000
62.400      0.36160     19620000.000
62.500      0.36160     19620000.000
62.600      0.36160     19620000.000
62.700      0.36160     19620000.000
62.800      0.36160     19620000.000
62.900      0.36160     19620000.000
63.000      0.36160     19620000.000
63.100      0.36160     19620000.000
63.200      0.36160     19620000.000
63.300      0.36160     19620000.000
63.400      0.36160     19620000.000
63.500      0.36160     19620000.000
63.600      0.36160     19620000.000
63.700      0.36160     19620000.000
63.800      0.36160     19620000.000
63.900      0.36160     19620000.000
64.000      0.36160     19620000.000
64.100      0.36160     19620000.000
64.200      0.36160     19620000.000
64.300      0.36160     19620000.000
64.400      0.36160     19620000.000
64.500      0.36160     19620000.000
64.600      0.36160     19620000.000
64.700      0.36160     19620000.000
64.800      0.36160     19620000.000
64.900      0.36160     19620000.000
65.000      0.36160     19620000.000
65.100      0.36160     19620000.000
65.200      0.36160     19620000.000
65.300      0.36160     19620000.000
65.400      0.36160     19620000.000
65.500      0.36160     19620000.000
65.600      0.36160     19620000.000
65.700      0.36160     19620000.000
65.800      0.36160     19620000.000
65.900      0.36160     19620000.000
66.000      0.36160     19620000.000
66.100      0.36160     19620000.000
66.200      0.36160     19620000.000
66.300      0.36160     19620000.000
66.400      0.36160     19620000.000
66.500      0.36160     19620000.000
66.600      0.36160     19620000.000
66.700      0.36160     19620000.000
66.800      0.36160     19620000.000
66.900      0.36160     19620000.000
67.000      0.36160     19620000.000
67.100      0.36160     19620000.000
67.200      0.36160     19620000.000
67.300      0.36160     19620000.000
67.400      0.36160     19620000.000
67.500      0.36160     19620000.000
67.600      0.36160     19620000.000
67.700      0.36160     19620000.000
67.800      0.36160     19620000.000
67.900      0.36160     19620000.000
68.000      0.36160     19620000.000
68.100      0.36160     19620000.000
68.200      0.36160     19620000.000
68.300      0.36160     19620000.000
68.400      0.36160     19620000.000
68.500      0.36160     19620000.000
68.600      0.36160     19620000.000
68.700      0.36160     19620000.000
68.800      0.36160     19620000.000
68.900      0.36160     19620000.000
69.000      0.36160     19620000.000
69.100      0.36160     19620000.000
69.200      0.36160     19620000.000
69.300      0.36160     19620000.000
69.400      0.36160     19620000.000
69.500      0.36160     19620000.000
69.600      0.36160     19620000.000
69.700      0.36160     19620000.000
69.800      0.36160     19620000.000
69.900      0.36160     19620000.000
70.000      0.36160     19620000.000
70.100      0.36160     19620000.000
70.200      0.36160     19620000.000
70.300      0.36160     19620000.000
70.400      0.36160     19620000.000
70.500      0.36160     19620000.000
70.600      0.36160     19620000.000
70.700      0.36160     19620000.000
70.800      0.36160     19620000.000
70.900      0.36160     19620000.000
71.000      0.36160     19620000.000
71.100      0.36160     19620000.000
71.200      0.36160     19620000.000
71.300      0.36160     19620000.000
71.400      0.36160     19620000.000
71.500      0.36160     19620000.000
71.600      0.36160     19620000.000
71.700      0.36160     19620000.000
71.800      0.36160     19620000.000
71.900      0.36160     19620000.000
72.000      0.36160     19620000.000
72.100      0.36160     19620000.000
72.200      0.36160     19620000.000
72.300      0.36160     19620000.000
72.400      0.36160     19620000.000
72.500      0.36160     19620000.000
72.600      0.36160     19620000.000
72.700      0.36160     19620000.000
72.800      0.36160     19620000.000
72.900      0.36160     19620000.000
73.000      0.36160     19620000.000
73.100      0.36160     19620000.000
73.200      0.36160     19620000.000
73.300      0.36160     19620000.000
73.400      0.36160     19620000.000
73.500      0.36160     19620000.000
73.600      0.36160     19620000.000
73.700      0.36160     19620000.000
73.800      0.36160     19620000.000
73.900      0.36160     19620000.000
74.000      0.36160     19620000.000
74.100      0.36160     19620000.000
74.200      0.36160     19620000.000
74.300      0.36160     19620000.000
74.400      0.36160     19620000.000
74.500      0.36160     19620000.000
74.600      0.36160     19620000.000
74.700      0.36160     19620000.000
74.800      0.36160     19620000.000
74.900      0.36160     19620000.000
75.000      0.36160     19620000.000
75.100      0.36160     19620000.000
75.200      0.36160     19620000.000
75.300      0.36160     19620000.000
75.400      0.36160     19620000.000
75.500      0.36160     19620000.000
75.600      0.36160     19620000.000
75.700      0.36160     19620000.000
75.800      0.36160     19620000.000
75.900      0.36160     19620000.000
76.000      0.36160     19620000.000
76.100      0.36160     19620000.000
76.200      0.36160     19620000.000
76.300      0.36160     19620000.000
76.400      0.36160     19620000.000
76.500      0.36160     19620000.000
76.600      0.36160     19620000.000
76.700      0.36160     19620000.000
76.800      0.36160     19620000.000
76.900      0.36160     19620000.000
77.000      0.36160     19620000.000
77.100      0.36160     19620000.000
77.200      0.36160     19620000.000
77.300      0.36160     19620000.000
77.400      0.36160     19620000.000
77.500      0.36160     19620000.000
77.600      0.36160     19620000.000
77.700      0.36160     19620000.000
77.800      0.36160     19620000.000
77.900      0.36160     19620000.000
78.000      0.36160     19620000.000
78.100      0.36160     19620000.000
78.200      0.36160     19620000.000
78.300      0.36160     19620000.000
78.400      0.36160     19620000.000
78.500      0.36160     19620000.000
78.600      0.36160     19620000.000
78.700      0.36160     19620000.000
78.800      0.36160     19620000.000
78.900      0.36160     19620000.000
79.000      0.36160     19620000.000
79.100      0.36160     19620000.000
79.200      0.36160     19620000.000
79.300      0.36160     19620000.000
79.400      0.36160     19620000.000
79.500      0.36160     19620000.000
79.600      0.36160     19620000.000
79.700      0.36160     19620000.000
79.800      0.36160     19620000.000
79.900      0.36160     19620000.000
80.000      0.36160     19620000.000
80.100      0.36160     19620000.000
80.200      0.36160     19620000.000
80.300      0.36160     19620000.000
80.400      0.36160     19620000.000
80.500      0.36160     19620000.000
80.600      0.36160     19620000.000
80.700      0.36160     19620000.000
80.800      0.36160     19620000.000
80.900      0.36160     19620000.000
81.000      0.36160     19620000.000
81.100      0.36160     19620000.000
81.200      0.36160     19620000.000
81.300      0.36160     19620000.000
81.400      0.36160     19620000.000
81.500      0.36160     19620000.000
81.600      0.36160     19620000.000
81.700      0.36160     19620000.000
81.800      0.36160     19620000.000
81.900      0.36160     19620000.000
82.000      0.36160     19620000.000
82.100      0.36160     19620000.000
82.200      0.36160     19620000.000
82.300      0.36160     19620000.000
82.400      0.36160     19620000.000
82.500      0.36160     19620000.000
82.600      0.36160     19620000.000
82.700      0.36160     19620000.000
82.800      0.36160     19620000.000
82.900      0.36160     19620000.000
83.000      0.36160     19620000.000
83.100      0.36160     19620000.000
83.200      0.36160     19620000.000
83.300      0.36160     19620000.000
83.400      0.36160     19620000.000
83.500      0.36160     19620000.000
83.600      0.36160     19620000.000
83.700      0.36160     19620000.000
83.800      0.36160     19620000.000
83.900      0.36160     19620000.000
84.000      0.36160     19620000.000
84.100      0.36160     19620000.000
84.200      0.36160     19620000.000
84.300      0.36160     19620000.000
84.400      0.36160     19620000.000
84.500      0.36160     19620000.000
84.600      0.36160     19620000.000
84.700      0.36160     19620000.000
84.800      0.36160     19620000.000
84.900      0.36160     19620000.000
85.000      0.36160     19620000.000
85.100      0.36160     19620000.000
85.200      0.36160     19620000.000
85.300      0.36160     19620000.000
85.400      0.36160     19620000.000
85.500      0.36160     19620000.000
85.600      0.36160     19620000.000
85.700      0.36160     19620000.000
85.800      0.36160     19620000.000
85.900      0.36160     19620000.000
86.000      0.36160     19620000.000
86.100      0.36160     19620000.000
86.200      0.36160     19620000.000
86.300      0.36160     19620000.000
86.400      0.36160     19620000.000
86.500      0.36160     19620000.000
86.600      0.36160     19620000.000
86.700      0.36160     19620000.000
86.800      0.36160     19620000.000
86.900      0.36160     19620000.000
87.000      0.36160     19620000.000
87.100      0.36160     19620000.000
87.200      0.36160     19620000.000
87.300      0.36160     19620000.000
87.400      0.36160     19620000.000
87.500      0.36160     19620000.000
87.600      0.36160     19620000.000
87.700      0.36160     19620000.000
87.800      0.36160     19620000.000
87.900      0.36160     19620000.000
88.000      0.36160     19620000.000
88.100      0.36160     19620000.000
88.200      0.36160     19620000.000
88.300      0.36160     19620000.000
88.400      0.36160     19620000.000
88.500      0.36160     19620000.000
88.600      0.36160     19620000.000
88.700      0.36160     19620000.000
88.800      0.36160     19620000.000
88.900      0.36160     19620000.000
89.000      0.36160     19620000.000
89.100      0.36160     19620000.000
89.200      0.36160     19620000.000
89.300      0.36160     19620000.000
89.400      0.36160     19620000.000
89.500      0.36160     19620000.000
89.600      0.36160     19620000.000
89.700      0.36160     19620000.000
89.800      0.36160     19620000.000
89.900      0.36160     19620000.000
90.000      0.36160     19620000.000
90.100      0.36160     19620000.000
90.200      0.36160     19620000.000
90.300      0.36160     19620000.000
90.400      0.36160     19620000.000
90.500      0.36160     19620000.000
90.600      0.36160     19620000.000
90.700      0.36160     19620000.000
90.800      0.36160     19620000.000
90.900      0.36160     19620000.000
91.000      0.36160     19620000.000
91.100      0.36160     19620000.000
91.200      0.36160     19620000.000
91.300      0.36160     19620000.000
91.400      0.36160     19620000.000
91.500      0.36160     19620000.000
91.600      0.36160     19620000.000
91.700      0.36160     19620000.000
91.800      0.36160     19620000.000
91.900      0.36160     19620000.000
92.000      0.36160     19620000.000
92.100      0.36160     19620000.000
92.200      0.36160     19620000.000
92.300      0.36160     19620000.000
92.400      0.36160     19620000.000
92.500      0.36160     19620000.000
92.600      0.36160     19620000.000
92.700      0.36160     19620000.000
92.800      0.36160     19620000.000
92.900      0.36160     19620000.000
93.000      0.36160     19620000.000
